0,-8.999999E+09,-8.999999E+09,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.999999E+09,0,0,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.999999E+09,0,0,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.999999E+09,-8.999999E+09,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-8.999999E+09,0,0,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.999999E+09,0,0,0,-8.999999E+09,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-8.999999E+09,0,0,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-8.999999E+09,0,0,0,-8.999999E+09,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.999999E+09,-8.999999E+09,0,0,0,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-8.999999E+09,0,0,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-8.999999E+09,-8.999999E+09,0,0,0,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-8.999999E+09,0,0,-8.999999E+09,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,-8.999999E+09,-8.999999E+09,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,0,-8.999999E+09,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,-8.999999E+09,0,-8.999999E+09,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,0,-8.999999E+09,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,-8.999999E+09,-8.999999E+09,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,0,-8.999999E+09,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,-8.999999E+09,0,-8.999999E+09,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,0,-8.999999E+09,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,-8.999999E+09,-8.999999E+09
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,0,-8.999999E+09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,-8.999999E+09,0,-8.999999E+09
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.999999E+09,0,-8.999999E+09,0